Id экзамена;№ вопроса;Текст вопроса;Картинка из вопроса;Оценка за экзамен;Транскрибация ответа
3373884;2;"Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.
– Как зовут Вашего лучшего друга или подругу? Где Вы познакомились? Какой Ваш друг/подруга (внешность; характер;хобби)? – … – Как Вы обычно проводите свой отпуск? Где Вы отдыхали в последний раз? Что Вам больше всего понравилось? – … – Чем занимаются Ваши родные (родители; братья;сёстры)? Вы часто встречаетесь? Что Вы обычно делаете вместе? – …";;2;Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями. Как зовут вашего лучшего друга или подругу? Где вы познакомились? В городе Омске познакомилась. Лучшая подруга у меня. Как зовут? Елена её зовут. Младшая. Младшая. Младшая. Младшая. Младшая. Младшая. Младшая. Младшая. Младшая. Младшая. Младшая. М話ем, не она. Рядышком живём. Детей вместе воспитывали. Внуки теперь у нас уже совместно, как говорится, вместе тоже растут. Но лучше её нету. Вот и всё. Как Rolex. Какая она? Внешность, характер, хобби? Прекрасная Елена. Как ещё девушке сказать, какая она внешность? Характер. Ужасковатая. Высокая. Блондинка, брюнетка. Брюнетка. И хорошую должность занимает в Омске. Нормально живёт, семьёй, дети. Всё хорошо. Ну как и должно быть, в семье в принципе-то. Ну всё, чё, хорошо. Характер, хобби? Ну, может характер и жестковатый. Ну, в общем-то, ну, всё. Всё хорошо. Ну, как-то хорошо. Ну, тут, как-то хорошо. Какая она? Какая она? Ну, по-моему, она была, как говорится, хорошая. Но она, как говорится, очень хорошая. Ну, не знаю, как она. Ну, всё. Что ещё? Хобби, кошечки, собачки, огородники у нас. Хорошо. Как вы обычно проводите свой отпуск? Где вы отдыхали последний раз? Что вам больше всего понравилось? Как таково, у нас уже внуки, мотаемся по городам. Дети живут в Москве, приходится туда ехать, в Москву, к внукам. Так вот отпускаю, проходит. Ну и огороды, когда там пропадаешься. Каким вы работаете? На птицефабрике, сейчас на золу работаю. Тяжелая работа? Тяжелая. А отпуск сколько у вас дней? Отпуск мы месяц делим на две части. По 15 дней выходит. И что вы делали в последний раз? Где? Ну во время своего отпуска. К детям, конечно, поехала, к внукам поехала. Так и проходит у нас отпуск. Нянчимся, дети маленькие, как говорится, внуки маленькие. Все. Чем занимаются ваши родные? Родители, братья, сестры? Вы часто встречаетесь? Мать живет у меня в Леновске, на Волге. Приходится туда еще ездить. Вот такие отпуска, то туда, то сюда, по городам езжу. Старший сын живет в Москве, младший в Омске. Вот. Как-то так. Братья и сестры у вас есть? Тоже есть сестра старшая, тоже в Ульяновске живет. Когда встречаетесь, что вы обычно делаете вместе? Что мы делаем? В застолье собираем. Что мы делаем? Вместе проводим время, но я не знаю. Ну смотрим, в каком городе. В каком городе собираемся. Если в Ульяновске, например. Там уже свои, как в семье, законы, как говорится. И застолье, и погулять по паркам. Если в Москве, там по реке покататься тоже. Мы в ресторан сходим. Там же все с детьми, с внуками. Да у всех так. Все одно и то же. Чего говорить. Хорошо. Следующий вопрос.
3373884;3;"Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.
Представьте ситуацию. Вы пришли в магазин и хотите купить новый холодильник. Обратитесь к менеджеру магазина. Попросите его посоветовать Вам хороший товар. Расспросите о его достоинствах и недостатках. Узнайте;можно ли оформить рассрочку и какие документы для этого нужны. Поблагодарите за предоставленную информацию.";;1;Начните диалог. Получите нужную вам информацию. Будьте вежливы. Представьте ситуацию. Вы пришли в магазин и хотите купить новый холодильник. Обратитесь к менеджеру магазина. Попросите его посоветовать вам хороший товар. Расспросите о его достоинствах и недостатках. Узнайте, можно ли оформить рассрочку и какие документы для этого нужны. Поблагодарите за предоставленную информацию. Попрошу молодого человека. Пойдемте в холодильник. Начните диалог со мной. Извините, подойду к вам. Спрошу. Слушаю вас. Меня интересует модель холодильника. Я бы хотела поинтересоваться, какие функции есть в холодильнике. Вы со мной пройдете, покажете. Диалог. Вы задаете вопрос, я отвечаю. Какие функции есть в холодильнике? В этом холодильнике все основные функции. Морозит, размораживает. Есть замечательная камера. Что-то еще вас интересует? Цвет какой? Здесь представлен красный. Но у нас на складе есть еще красный. И еще черный и белый. В технике я не сильно. Я бы хотела вас послушать еще. Что вы могли бы мне предложить? В течение этой недели на холодильнике этой марки у нас очень большие скидки. Осталось еще два дня. Конкретно на вот эту модель очень большая скидка. Из-за того, что вот тут одна царапина. Но она никак не отражается на функционале. Царапина. Царапина. Вместо 50? Да. Вместо 50 тысяч он продается за 25. И за царапину. Я вас услышала. Значит берем первый холодильник без царапины. Хорошо. Готовы сейчас брать? Ну конечно. Просрочку не надо, ничего не надо. Берем наличкой. Хорошо. Подходим к доказанию.
3373884;4;"Вопрос устной части экзамена. Опишите картинку.
Ваше сообщение должно содержать следующую информацию. – Что изображено на рисунке (место;время года и т.д.)? – Кто изображён на рисунке? – Что они делают? – Расскажите подробнее о любом человеке;изображённом на рисунке. – Сколько детей в вашей семье? Расскажите о них. – Как Вы играете с детьми?
";https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG;2;Вам нужно будет описать картинку. Когда вы будете ее описывать, ваше сообщение должно содержать следующую информацию. Что изображено на рисунке? Место, время, годы и так далее. Кто изображен на рисунке и что они делают? Расскажите подробнее о любом человеке изображенном на рисунке. Сколько детей в вашей семье? Расскажите о них. И как вы играете с детьми? Пожалуйста. Ну и что я вижу здесь? Собрана семья. Наверное они занимаются чаепитием. Бабулька с дедулькой. Жена муж и раз два три четыре четыре ребенка. Полная семья получается. Так присутствует собака. Время года лето. Время года лето. И что еще говорить? Не знаю. Но дедуля играется с маленьким ребенком. Мужчина моет посуду. Жена его по-моему готовит на стол что-то. И вот она. И вот она. И вот она. И вот она. И вот она. И вот она. И вот она. И вот она. Ну короче все хорошо. Это семья. Что еще сказать? Ну я так поняла, что это еще частный дом. Не квартира. Ну конечно это не есть хорошо, что собака рядом и ребенок. Ну еще что? Дети довольны. Дети довольны. Самое главное. Ну много я не умею говорить. Расскажите подробнее о любом человеке изображенном на рисунке. О любом? О бабуля сидит. Довольная. Ну лет семьдесят три. Может поболее. Может даже больше. Ну что я не знаю. Мужчина уделяет внимание своим детям. Привучает к труду. Ну даже не знаю. Ну даже не знаю. Ну что еще рассказать? Допрос к нам. Сколько детей в вашей семье? Расскажите о них. В моей семье двое детей, два мальчика. Одному мальчику уже тридцать один год. Имеет уже. У меня есть уже своих детей. Я уже бабушка. Младшему двадцать один год. У них все хорошо. Я их очень люблю, свои детей. Все работают. Ну что еще рассказать. Старший сын в Москве проживает. Младший в Омске проживает. Вы сказали у вас есть внуки. Как вы играете с детьми? Играем. Ну сейчас дети могут многое позволить. Не как мы раньше позволяли. Деревянные игрушки. Сейчас у них горки дома. Они живут в частном доме. Машинки всякие, куклы. Там чего только нет. Она сама все приносит внучке. И говорит давай играться. И посудки есть детские. У них сейчас все есть. Их ничем не умеют детей. Мы играемся. Ну большинство на улицу ходим. Гуляем. Дома то так редко играемся. Большинство на улице. Частный дом. На улице хорошо. Хорошо. Спасибо. Достаточно.
3373902;1;"Добро пожаловать на экзамен! Вопрос устной части экзамена. Начните диалог.
Вы пришли в больницу; чтобы пройти обследование. Узнайте;когда принимает врач; и скажите;что Вам нужно.";;1;Задание 1. Начните диалог. Вы пришли в больницу, чтобы пройти обследование. Узнайте, когда принимает врач, скажите, что вам нужно. Ну, я обращусь в регистратуру, попрошу, ну, значит, меня на определенное время. Или как?
3373902;2;"Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.
– Что Вы делаете;когда у Вас есть свободное время? Чем увлекаетесь? – ... – Скажите; пожалуйста;какой вид спорта Вам нравится? Занимаетесь ли Вы спортом? Если да;то каким? – ... – Какие праздники Вы любите праздновать?– ...– Какие фильмы Вы обычно смотрите? Где Вы любите смотреть фильмы: в кинотеатре или дома? – ...";;2;Задание 2. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями. Что вы делаете, когда у вас есть свободное время? Чем увлекаетесь? Чем увлекаетесь? У меня есть свободное время, я занимаюсь со своим котиком. У меня хобби. Скажите, пожалуйста, какой вид спорта вам нравится? Занимаетесь ли вы спортом? Если да, то каким? Спортом я не занимаюсь. Занимался раньше баскетболом. В данный момент не занимаюсь спортом вообще никаким. Какие праздники вы любите праздновать? Самый любимый праздник – Новый год. Какие фильмы вы обычно смотрите? Где вы любите смотреть фильмы? В кинотеатре или дома? Я люблю фильмы, где я живу дома. Триллер.
3373902;3;"Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.
Представьте ситуацию. Вы увидели объявление об открытии спортивного клуба в Вашем районе. Позвоните и поговорите с менеджером.Поздоровайтесь. Узнайте;сколько стоит посещение спортивного клуба. Поблагодарите за полученную информацию и оцените работу с Вами как с будущим клиентом.";;1;Задание 3. Начните диалог. Получите нужную вам информацию. Будьте вежливы. Представьте ситуацию. Вы увидели объявление об открытии спортивного клуба в вашем районе. Позвоните и поговорите с менеджером. Поздоровайтесь, узнайте, сколько стоит посещение спортивного клуба. Поблагодарите за полученную информацию и оцените работу с вами, как с будущим клиентом. Здравствуйте. Я хотел бы узнать, сколько у вас стоит прибыль? абонент на месяц абонент стоит 3 500 хорошо спасибо в когда можно подойти допустим режим работы с 8 утра до 8 вечера не бывает такие условные круглосуточные у нас в Казахстане есть круглосуточные спортивные клубы
3373902;4;"Вопрос устной части экзамена. Опишите картинку.
Ваше сообщение должно содержать следующую информацию. – Что изображено на рисунке (место;время года и т.д.)? – Кто изображён на рисунке? – Что они делают? – Расскажите подробнее о любом человеке;изображённом на рисунке. – Сколько детей в вашей семье? Расскажите о них. – Как Вы играете с детьми?
";https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG;2;следующую информацию что изображено на рисунке место время года и так далее кто изображен на рисунке что они делают расскажите подробнее о любом человеке изображенном на рисунке сколько детей вашей семье расскажите как вы играете детей в моей семье нет детей здесь есть I understand that the family came from the grandmother of the summer here are the kids more mature children the dog he is still young I'm bad luck I'm sorry I didn't see the glasses мне лучше кажется я не знаю что тут можно описать деревья девушки либо бабушки девушки бабушки дети приехали где бы салон бабушка это допустим взять а это может быть сноха или еще там детвора своих не учащему летом и говори не прошу
3373906;2;"Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.
– Вы живёте в квартире или доме? Где находится это место? – ... – Это старый или новый дом? Сколько у Вас комнат? – ... – У Вас есть балкон?Как и когда Вы им пользуетесь? – ... – Как Вы обычно делаете ремонт?Вы это делаете сами или делают специалисты? – ...";;2;задание 2 примите участие в диалоге ответьте на вопросы собеседника полными предложениями вы живете в квартире или доме где находится это место я живу в общежитии она находится по адресу [REDACTED_ADDRESS] это новое здание мы живем в студии у вас есть балкон как и когда вы им пользуетесь у нас есть балкон пользуемся баком и эта комната нам напоминать о тому что пгм все ContentProx то есть wasn't still a continue this а strength k bunu им пользоваться у нас есть балкон пользуемся beim чехла�agem рамка давайте delicious хотя бы волосы ему41 Sheikh a favorite большеидей posting Tahtag эта машина отдых дико Olivia of quickly when you can see everything однод sturjeohiter a great Ремонт пользуемся мы в теплые времена года, на зимние периоды мы его закрываем. Как вы обычно делаете ремонт? Вы это делаете сами или делают специалисты? Делают специалисты.
3373906;4;"Вопрос устной части экзамена. Опишите картинку.Ваше сообщение должно содержать следующую информацию. – Что изображено на фотографии (место и т.д.)? – Кто изображён на фотографии? – Что делают эти люди? – Расскажите подробнее о любом человеке на фотографии. – А Вы любите/умеете рисовать? – Как Вы можете помочь ребёнку научиться рисовать?
";https://storage-public.odin.study/e6a7b685-191b-4a3b-9a71-d36b8ee66306.PNG;2;Что изображено на фотографии, место и так далее. Кто изображен на фотографии, что делают эти люди. Расскажите подробнее о любом человеке на фотографии. На фотографии изображена, скорее всего, мама и ее ребенок, либо же, может быть, это няня. Либо же, это ее воспитанник. Либо же, также, может быть, воспитатель детского сада. Почему бы и нет. Они рисуют и играются, получается. Что еще можно сказать? Они рисуют просто. У них тут открыты краски. Скорее всего, это пустыня. Это плаш. Место это, скорее всего, дом. Возможно. А вы любите, умеете рисовать? Да, я закончила художественную школу. У меня есть диплом о художественном образовании. Как вы можете помочь ребенку научиться рисовать? Через игры также. К примеру, попросить ребенка нарисовать какими-нибудь красками, что ему сегодня приснилось, или что он видит за окном. Попробовать изобразить каких-нибудь мультипликационных персонажей. Также. Что еще? Все? Да. Угу. Думаю, я capable.
3373907;1;"Добро пожаловать на экзамен! Вопрос устной части экзамена. Начните диалог.
Вы пришли в больницу; чтобы пройти обследование. Узнайте;когда принимает врач; и скажите;что Вам нужно.";;1;из четырех заданий. Угу. Вы должны будете внимательно послушать меня. Задания будут перед вами на экране. И давать полные ответы. Так. Вы приперваны с нашей задания. Вам нужно начать диалог. Вы пришли в больницу, чтобы пройти обследование. Узнайте, когда принимает врач, скажите, что вам нужно. Здравствуйте! Меня зовут Походяев. Меня болит. Что? Когда можно принимать врач? В какое-то время. Здравствуйте! Вы можете записаться на завтра на 9 утра. Хорошо. Спасибо. Угу.
3373907;2;"Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.
– Как зовут Вашего лучшего друга или подругу? Где Вы познакомились? Какой Ваш друг/подруга (внешность; характер;хобби)? – … – Как Вы обычно проводите свой отпуск? Где Вы отдыхали в последний раз? Что Вам больше всего понравилось? – … – Чем занимаются Ваши родные (родители; братья;сёстры)? Вы часто встречаетесь? Что Вы обычно делаете вместе? – …";;2;Следующее задание. Имейте участие в диалоге. Ответьте на вопросы собеседника полными предложениями. Как зовут вашего лучшего друга или подругу? Где он? Где вы познакомились? Какой ваш друг, подруга, внешность, характер, хобби? Здравствуйте! Мой друг зовут Батержан. Мы познакомились в школе. Он хороший, добрый человек. Как вы обычно проводите свой отпуск? Где вы отдыхали в последний раз? Что вам больше всего понравилось? Я в свой отпуск много гуляю по городу. Я в последний раз был в Душанбе. Мне понравился рынок и парк. Отдыхаю много с друзьями. У нас много разных людей. Мы играем в футбол и смотрим фильмы. Угу. Чем занимаются ваши родные? Родители, братья, сестры? Вы часто встречаетесь? Что вы обычно делаете вместе? Мои родители работают в школе в Таджикистане. И брат и сестры работают в школе. На поле. Угу. Мы встречаемся когда выходной. И я когда прилетаю в Таджикистан, мы съезжаем на одно место. Угу. И все. Угу. Хорошо.
3373907;3;"Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.
Представьте ситуацию. Вы пришли в агентство по продаже авиабилетов. У Вас есть билет на самолёт;но Вы не можете лететь. Поздоровайтесь. Объясните в агентстве по продаже авиабилетов; что Вы хотите сдать свой билет; укажите причину. Уточните;можно ли это сделать бесплатно. Поблагодарите за полученную информацию и оцените работу менеджера.";;1;Задание 3. Начните диалог. Получите нужную вам информацию. Будьте вежливы. Представьте ситуацию. Вы пришли в агентство по продаже авиабилетов. У вас есть билет на самолет, но вы не можете лететь. Поздоровайтесь. Объясните в агентстве по продаже авиабилетов, что вы хотите сдать в свой билет. Укажите причину. Уточните, можно ли это сделать бесплатно. Поблагодарите за полученную информацию и оцените работу менеджера. Здравствуйте, меня зовут. Здравствуйте. Меня зовут Бахадир. Очень приятно. Я хочу вернуть свой билет. У меня проблемы. Здоровье. Угу. Можно ли это делать бесплатно? К сожалению, бесплатно не получится. 15 процентов. 15 процентов от стоимости билета мы удержим. Спасибо вам за информацию. Угу. Здоровья. Вы тоже не болейте. Так.
3373907;4;"Вопрос устной части экзамена. Опишите картинку.
Ваше сообщение должно содержать следующую информацию. – Что изображено на рисунке (место;время года и т.д.)? – Кого Вы видите на рисунке? – Что делают эти люди? – Расскажите подробнее о любом человеке;изображённом на рисунке.– Как Вы думаете;какой это человек? – Как Вы проводите своё свободное время?
";https://storage-public.odin.study/8e72cc01-6efb-45ea-b2e7-7999291212da.PNG;2;Вам нужно описать картинку. Вот она у вас перед экраном. На экране. Ваше сообщение должно содержать следующую информацию. Что изображено на рисунке? Место, время года и так далее. Кого вы видите на рисунке? Что делают эти люди? Расскажите подробнее о любом человеке, изображенном на рисунке. И потом нужно ответить на вопросы. Как вы думаете, какой это человек? Как вы проводите свое свободное время? Изображено рисунки в парке. Люди, некоторые отдыхают, некоторые спортом занимаются. Время года? Лето, наверное. Угу. Я посмотрю, женщина бегает, шелтер шапка и фиолетовая майка. И синие штаны. Он бегает, она бегает. Она занимается спортом. Угу. Угу. Хорошо. Все. Все? Да. Вы внимательно прочитайте план еще раз, посмотрите все ли сказали. Хорошо. Спасибо. Спасибо. Спасибо. Спасибо. Ну хорошо. Скажите, как вы проводите свое свободное время? Я проводю свое свободное время. Я гуляю в городах, в парках, смотрю фильмы, кинотеатры с друзьями. Спортом занимаюсь, я люблю играть в футбол, играю в футбол. И в это время еще посмотрю свою любимую команду, чтобы будет играть в футбол. Вы в кинотеатр ходите, а какой последний фильм вы посмотрели? Я посмотрел много фильмов, мне понравился. Фантастический, я люблю фантастический фильм. Я люблю посмотреть фантастические, потому что показывают вообще другой, как можно сказать, другой. Какая страна, как-то нам будет это. Я люблю фантастический фильм. А смотрите любимую команду в футбольную, соревнования смотрите? Не помню. Вы говорите, любите посмотреть любимую команду. Футбольную команду? Да, футбольную команду. А смотрите что, соревнования по телевизору на стадионе? Много по телевизору. Смотрите на таджикском языке? На русском языке. Все понимаете, да? Да, я понимаю. Ну хорошо, мы завершаем наш экзамен.
3373908;1;"Добро пожаловать на экзамен! Вопрос устной части экзамена. Начните диалог.
Вы заболели и не можете прийти на день рождения друга. Извинитесь. Задайте другу вопрос о подарке. ";;1;Итак, задание 1. Начните диалог. Вы заболели и не можете прийти на день рождения друга. Извинитесь, задайте другу вопрос о подарке. Здравствуйте, Гуля. Сегодня я заболела. А у меня температура есть. Можно тебя отправлять к подаркам? Тебе то, к курьеру. Ну, хорошо. День рождения у тебя. С день рождения. Удачи тебе всю жизнь. Спасибо.
3373908;2;"Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.
– Блюда какой кухни Вы любите? Почему? – … – Что Вы умеете готовить? – … – Какое любимое блюдо в Вашей семье? – … – Вы ходите в рестораны и кафе? В какие? Если не ходите;то почему? – …";;2;Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями. Блюдо какой кухни вы любите? Почему? Я люблю азербайджанские кухни. Я люблю наши кухни. Люблю тома, полу, шашлыки, блюля. Потому что... Наш родник... У нас родина кухня. Что вы умеете готовить? Я умею готовить плов дома. Пеку хлеб, сладкий торт, кекс. Какое любимое блюдо в вашей семье? Мой любимый... Моя семья очень любит пиццу и плов. Вы ходите в рестораны и кафе? Какие? Если не ходите, то почему? Да, мы каждый выходных день в русские кафе ездили. Мы заказали кафе, чай, сладкий кекс. Хорошо, не волнуйтесь, все нормально.
3373908;3;"Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.
Представьте ситуацию. Вы пришли в магазин и хотите купить новый холодильник. Обратитесь к менеджеру магазина. Попросите его посоветовать Вам хороший товар. Расспросите о его достоинствах и недостатках. Узнайте;можно ли оформить рассрочку и какие документы для этого нужны. Поблагодарите за предоставленную информацию.";;1;Следующее задание. Начните диалог. Получите нужную вам информацию. Будьте вежливы. Представьте ситуацию. Вы пришли в магазин и хотите купить новый холодильник. Обратитесь к менеджеру магазина. Попросите его посоветовать вам хороший товар. Расспросите его о достоинствах и недостатках. Узнайте, можно ли оформить рассрочку и какие документы для этого нужны. Поблагодарите за предоставленную информацию. Здравствуйте, Тим. Здравствуйте. Мне нужен двухкамерный холодильник. Какой хороший? Скажите, пожалуйста. У нас есть хорошие холодильники фирмы Хайер. А какой документ нужно, чтобы купить? документ. Собственно, если вы покупаете за наличные деньги, то документ не нужен. Ну, я хочу наличкой. Наличкой? Да. Ну, хорошо. Все.
3373908;4;"Вопрос устной части экзамена. Опишите картинку.
Ваше сообщение должно содержать следующую информацию: – Что изображено на рисунке (место;время года и т.д.)? – Кто изображён на рисунке? – Что они делают? – Расскажите подробнее о любом человеке;изображённом на рисунке. – А Вы любите путешествовать? – Где Вы уже побывали?";https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG;2;Так, следующее задание. Опишите картинку. Ваше сообщение должно содержать следующую информацию. Что изображено на рисунке? Место, время года и так далее. Кто изображен на рисунке? Что они делают? Расскажите подробнее о любом человеке, изображенном на рисунке. И ответьте на вопросы. Вы любите путешествовать? Где вы уже побывали? Я вижу это картинка от Варда. С утра. Люди много. Кто-то бежит, кто-то уезжает. Парень, девочка обнимется. Женщина беременная. Мужчина смотрит часы. Мальчик рядом папы. А девочка стоит рядом мамы. Мальчик бегает в выход. Парень, девочка встречает. Парень, есть большая камера. А в авто... камера и большой... фотокамера и большой рюкзак. Женщина одевала брык, шапку одевала. Большой рюкзак есть. У меня модная девочка есть. Она одевала короткое белое юбко, черная майка, длинные светлые волосы. Шапка одевала. Она большой. Она... Она большая. Чемоданчик есть, подарка есть. Она модная девочка. И она приехала в гости. И подарка куплю. Да, я люблю... Я люблю путешествия. Я была в Азербайджане и России. В Москве. В Москве. В Москве, Норильске и Красноярске. В Москве, Норильске и Красноярске. А в Азербайджане в каких вы городах были? Я была в Едебейский район. И Баку была. Баку это столица Азербайджана? Да. Красивый город? Очень красивая. Что можно посмотреть в Баку? Какие достопримечательности? Большое море есть. Жарко. Большой кинотеатр есть. Спортивный большой зал есть. А исторические какие-то достопримечательности есть? Связанные с историей. Об истории страны и города. Да, есть. Город Кянзи есть. Университет есть большой. История. А какие сувениры можно привезти? В Кянзи есть. Университет есть большой. История. Что можно привезти из Азербайджана? Флаг. Маленький флаг. Маленький флаг красный. Еще я ... ... ... ... ... ... ... ... В Азербайджане растут розы? Конечно. А сладости какие можно привезти из Азербайджана? Бахлава, шакербура, ша...этот...ээ...еще... ...еще есть, я забыла. А если вы поедете из России в Азербайджан, какие вы привезете из России сувениры или подарки друзьям? ... ... ... Если вы поедете на Костюм... ... ... ... ... ... ... ... ... ... ... ... ... до российский шоколад даже написано российский шоколад очень любит за пожар все люди очень любит российский шоколад потому настоящие спасибо вам тоже спасибо обращаем учусь часть
3373909;2;"Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.
– Как зовут Вашего лучшего друга или подругу? Где Вы познакомились? Какой Ваш друг/подруга (внешность; характер;хобби)? – … – Как Вы обычно проводите свой отпуск? Где Вы отдыхали в последний раз? Что Вам больше всего понравилось? – … – Чем занимаются Ваши родные (родители; братья;сёстры)? Вы часто встречаетесь? Что Вы обычно делаете вместе? – …";;2;Задание 2. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями. Как зовут вашего лучшего друга или подругу? Где вы познакомились? Какой ваш друг, подруга? Внешность, характер, хобби? Моего лучшего друга зовут Ваня. Мы встретились в центре, около ресторана. Мой друг по характеру и внешности хорошо выглядит. Хороший характер. Хобби – любить музыку. Как вы обычно проводите свой отпуск? Где вы отдыхали в последний раз? Что вам больше всего понравилось? Мы отдыхали на родине, около моря, горы. Хорошо провели время. Чем занимаются ваши родные? Родители, братья, сестры? Вы часто встречаетесь? Что вы обычно делаете вместе? Мои родные, родители. Они занимаются строительством. Мама работает бухгалтером. Брат учится. Сестра тоже учится в родине. И как бы один раз в год мы собираемся на родине, приезжаем все вместе. Хорошо. Хорошо. Приведем время.
