Id экзамена;Id вопроса;№ вопроса;Текст вопроса;Картинка из вопроса;Оценка экзаменатора;Транскрибация ответа;Ссылка на оригинальный файл запис,score,score_raw,score_confidence,score_status
"3381185;30762699;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3381185;30762700;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3381185;30762701;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3381185;30762702;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381186;30762738;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381186;30762739;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3381186;30762740;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3381187;30762776;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3381187;30762777;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3381187;30762778;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3381188;30762813;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3381188;30762814;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381188;30762815;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3381188;30762816;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"<p><strong><img src=""""https://storage-public.odin.study/c247267a-5a7f-46cc-89fe-8c5961573470.PNG"""" width=""""773"""" height=""""452""""></strong></p>"";https://storage-public.odin.study/c247267a-5a7f-46cc-89fe-8c5961573470.PNG;2;ваша новая картина? да ваше сообщение должно содержать следующую информацию что изображено на рисунке вместо время года кого вы видите на рисунке что делают эти люди рассказать подробно о любом человеке на рисунке какой это человек ну и последний вопрос о вас о себе рассказать как у вас обычно проходит выходной день можно по порядку? да так изображено на рисунке велосипедист чуть чуть ко мне не туда а вот сюда велосипедист детки бабушка с котенком собачка и пара ну вы можете сразу вот эти два вопроса вместе то есть кто и что делают мальчик пускает кораблик велосипедист едет бабушка сидит с кошечкой мальчик собирается пускать кораблик и девочка сидит с котом девочка смотрит куда? как он запускает корабль? она бери нам кораблик мужчина помогает девушке и шумит через нее ну хорошо теперь выберите какого то одного персонажа и опишите ему подробно как одеть? да да ну чтоб подробно было давайте вот мальчик с кораблем синие шапки синие куртки кофти серые полосочки штаны такого же цвета белые полоски сапоги черные палочка у него ну кораблик хорошо и какой он человек как вы думаете? это какой он парень? какой? маленький еще какой? что еще можно о нем сказать? что можно сказать? что бы маленький? ну характер какой то можно описать? характер? он такой позитивный он же играет хорошо как у вас обычно проходит выходной день? ну выходной день я гуляю с семьей ходим в парк еще что делаете? или только в парк ходите? ну нет когда в парк когда в детский фонус чередуете ну что еще делаете помимо этого? день то большой же длинный сразу в покупках ребеночка а что любит ваше ребенок? что ей нравится что покупали что она хочет? куклу ей нравится шоколад ей нравится одежда ей нравится хорошо;https://storage.yandexcloud.net/odin-exam-files-dataset/083c1b82-053b-4862-a6d0-6273272d46b6-3.MP3",100.0,1.0,1.0,success
"3381189;30762852;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381189;30762853;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3381189;30762854;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"<p><strong><img src=""""https://storage-public.odin.study/c247267a-5a7f-46cc-89fe-8c5961573470.PNG"""" width=""""773"""" height=""""452""""></strong></p>"";https://storage-public.odin.study/c247267a-5a7f-46cc-89fe-8c5961573470.PNG;2;так ну и последнее это описание картинки ваше сообщение должно содержать следующую информацию что изображено на рисунке место время года кого вы видите на рисунке что делают эти люди расскажите подробно о любом человеке на рисунке какой это человек как вы думаете ну и последний вопрос это лично вам как у вас обычно проходит обладной день вы можете посмотреть и начинать рисовать ну это ранняя весна мне так кажется да вот на соте кораблики дети играют снег тает вот это велосипеды это велосипедист мужчина проезжает лолуби это пара мужа и жена парень с девушкой помогает перейти вот это вот вот детишки играются бабушка сидит на скамейке из дома вышла видимо может с магазина пришла это вот ребенок тоже вот кораблик держит в руке вот собачка вот котенок кошечка сидит с бабушкой рядом ну теперь выберите кому-нибудь одного и подробно опишите велосипедист вот он одетый с серой курткой у него с желтыми накладками на рукавах и лицах кепка желтая и спортивные штаны с лампасами тоже желтые с черными кроссовками какое как вам кажется мужчина средних лет едет видимо с работы а может и курьером даже ну хорошо расскажите как у вас проходит выходной день выходной день мы проводим с семьей также вот в домашней обстановке либо бывает что вот выезжаем в кафе в ресторан готовить посидеть там суши бар поедать какие вы кафе любите или рестораны ну традиционные наши русской кухни в Турмении тоже есть такие вот рестораны кафе с русской кухней в Турмении очень люблю допустим с удовольствием и к шашлыкам и к шашлыкам вот на шашлыки вот с семьей выезжай тоже сад продвинешь дома варить целый шашлыки вот они вот по всей себе собираются а здесь в Омске уже давно с третьего числа с третьего числа в феврале а ну а здесь в Омске в какие-нибудь рестораны уже ходили посещали уже какие-нибудь да вот здесь вот рядом с Пушкина есть один ресторан вот туда у тебя с упугой ходили один раз там сушил сушил хорошо а домашние животные есть у вас там были в Ашхабаде да там у меня была собака была вот она есть да а здесь вот пока его еще нет все хорошо справились вы с усами;https://storage.yandexcloud.net/odin-exam-files-dataset/1377113f-84c0-4c55-9cd2-ff747c7a9963-3.MP3",100.0,1.0,1.0,success
"3381190;30762890;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381190;30762891;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381190;30762892;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на фотографии (место и т.д.)? </strong><br><strong>– Кто изображён на фотографии? </strong><br><strong>– Что делают эти люди? </strong><br><strong>– Расскажите подробнее о любом человеке на фотографии. </strong><br><strong>– А Вы любите/умеете рисовать? </strong><br><strong>– Как Вы можете помочь ребёнку научиться рисовать?</strong></p>,100.0,1.0,1.0,success
"3381191;30762928;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3381191;30762930;4;""<p>Вопрос устной части экзамена. Опишите картинку.<br><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на фотографии (место и т.д.)? </strong><br><strong>– Кто изображён на фотографии? </strong><br><strong>– Что делают эти люди? </strong><br><strong>– Расскажите подробнее о любом человеке на фотографии. </strong><br><strong>– А Вы любите/умеете рисовать? </strong><br><strong>– Как Вы можете помочь ребёнку научиться рисовать?</strong></p>",100.0,1.0,1.0,success
"3381192;30762966;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3381192;30762967;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3381192;30762968;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381193;30763004;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3381193;30763005;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3381193;30763006;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381194;30763042;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381194;30763043;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3381194;30763044;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381244;30764016;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3381244;30764017;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3381245;30764053;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3381245;30764054;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3381245;30764055;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3381245;30764056;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3381246;30764092;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381246;30764093;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3381246;30764094;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381248;30764149;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3381248;30764150;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3381248;30764151;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3381248;30764152;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381352;30766129;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3381352;30766130;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3381352;30766131;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3381352;30766132;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3381353;30766168;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3381353;30766169;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3381353;30766170;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381355;30766226;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381355;30766227;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381355;30766228;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на фотографии (место и т.д.)? </strong><br><strong>– Кто изображён на фотографии? </strong><br><strong>– Что делают эти люди? </strong><br><strong>– Расскажите подробнее о любом человеке на фотографии. </strong><br><strong>– А Вы любите/умеете рисовать? </strong><br><strong>– Как Вы можете помочь ребёнку научиться рисовать?</strong></p>,100.0,1.0,1.0,success
"3381357;30766283;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3381357;30766284;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3381357;30766285;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3381357;30766286;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381358;30766321;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3381358;30766322;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3381358;30766323;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381358;30766324;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3381361;30766399;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3381361;30766400;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3381361;30766401;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3381361;30766402;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3382118;30780024;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382118;30780025;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3382118;30780026;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3382119;30780061;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3382119;30780062;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382119;30780063;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382119;30780064;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382120;30780100;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382120;30780101;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382120;30780102;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на фотографии (место и т.д.)? </strong><br><strong>– Кто изображён на фотографии? </strong><br><strong>– Что делают эти люди? </strong><br><strong>– Расскажите подробнее о любом человеке на фотографии. </strong><br><strong>– А Вы любите/умеете рисовать? </strong><br><strong>– Как Вы можете помочь ребёнку научиться рисовать?</strong></p>,100.0,1.0,1.0,success
"3382121;30780137;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3382121;30780138;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3382121;30780139;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382121;30780140;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"<p><strong><img src=""""https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG"""" width=""""700"""" height=""""507""""></strong></p>"";https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG;1;6 пунктов предложено задание вас есть именно подготовка к как у у у у у у у hung у у у у у largest доедает дед играет с ребенком младшим отец моет посуду время года скорее всего лето сколько детей мои это отвечать все пункты предложено в моей семье только мы двое с братом брат в городе работает и приходилось детьми маленькими взаимодействиями жениху рот и все вот расскажите игрушки сейчас нынешнее время с телефоном давайте поговорим расскажите пожалуйста подробнее себе сколько вам лет чем занимаетесь образование увлечение семья так но я родился в туркменистане городе ашхабаде 2001 году 18 апреля учился 11 лет школе потом сразу после школы переехал в брянск учиться в бгтв брянский государственный технический университет там не доучился причине личных семейных обстоятельств после учился в туркмении и в туркмении я был в туркмении в прошлом году обратно в туркмению так как уже были готовы некоторые документы чтобы подавать на гражданство Santo Боинджа там пробыл некоторое время тоже из-за трудностей с получением паспорта и после уже приехал сюда начинаю здесь подавать документы а какая у вас специальность была в университете? научились по какой специальности? информационный специалист программных комплексов сколько закончили курс? 4 курс там семестр остался есть такая возможность восстановиться? восстановиться есть но личного желания нет осталось только это время работать? да сейчас чем занимаетесь? работаете? сейчас только как сказать онлайн работаю также по сфере программирования занимаюсь в основном именно скриптами в игровой части то есть игровой индустрии легкая работа дома можно только находиться никуда ездить нужно свободный график зарплату устраивать? зарплату да получается можно быть программистом без образования? да ну хорошо разобрались. скажите тогда семья? так ну отец сейчас со мной тоже здесь переехал но он переехал именно так сказать пустого я приехал обратно уже и уже вместе с ним так как он один не может уже вореп большими позволяет так что сейчас ему собрали брат как говорил ранее также уехал период 2022 году брянск ко мне получил быстро документы рвп начал работать на сих пор работать женился гражданин киры вот сейчас работает собирается получать специальность повара учиться а почему вы решили приехать к садам здесь много знакомых очень наши семьи и доступность цен самокрасно даже в кубанске там у нас дом купленный часто мама скончалась так ну давайте теперь масштаб лечение хобби увлекаюсь но также по сфере вот программированием собираюсь писать свою личную игру она она просто простая просто с теми же механиками что и у всех игр в общем просто в стилистике так сказать пиксельный там не будет супер лезть реалистичной графики еще чего-то больше текстового и такого визуально приятный для человека стиль это как вот допустим очень старые 9 80 и 90 автоматы стоят там вот пикселей сейчас интересует ну это как сказать как сказать правильно лично для каждого есть люди которые любители прямо этого поэтому;https://storage.yandexcloud.net/odin-exam-files-dataset/22f08847-7983-4e3b-aacc-a260f75367a7-3.MP3",100.0,1.0,1.0,success
"3382122;30780175;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3382122;30780176;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3382122;30780177;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3382122;30780178;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382123;30780213;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3382123;30780214;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3382123;30780215;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3382123;30780216;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382125;30780290;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382125;30780291;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3382125;30780292;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"<p><strong><img src=""""https://storage-public.odin.study/c247267a-5a7f-46cc-89fe-8c5961573470.PNG"""" width=""""773"""" height=""""452""""></strong></p>"";https://storage-public.odin.study/c247267a-5a7f-46cc-89fe-8c5961573470.PNG;0;Участие в неправильной работе.;https://storage.yandexcloud.net/odin-exam-files-dataset/63cf198a-8dd1-447e-88e6-cff84c1bed05-3.MP3",100.0,1.0,1.0,success
"3382126;30780328;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3382126;30780329;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3382126;30780330;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382128;30780385;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3382128;30780386;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3382128;30780387;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3382128;30780388;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382129;30780424;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3382129;30780425;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3382129;30780426;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3382132;30780501;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3382132;30780502;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382132;30780503;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3382132;30780504;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3382158;30781029;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3382158;30781030;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3382158;30781031;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3382205;30781929;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3382205;30781930;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"<p><strong>– Вы живёте в квартире или доме? Где находится это место? </strong><br><strong>– ... </strong><br><strong>– Это старый или новый дом? Сколько у Вас комнат? </strong><br><strong>– ... </strong><br><strong>– У Вас есть балкон?Как и когда Вы им пользуетесь? </strong><br><strong>– ... </strong><br><strong>– Как Вы обычно делаете ремонт?Вы это делаете сами или делают специалисты? </strong><br><strong>– ...</strong></p>"";;1;предложениями вы живете в квартире или доме где находится квартире где находится это место старый или новый дом сколько у вас комнат 1 комната старый или новый дом но полными предложениями у вас есть балкон как и когда вы им пользуетесь и как вы обычно делаете ремонт вы это делаете сами или делать специалист ну дима специальность;https://storage.yandexcloud.net/odin-exam-files-dataset/36c75dfc-36f7-4d9e-a210-6f0875018ba9-1.MP3",100.0,1.0,1.0,success
"3382205;30781931;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3382205;30781932;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3382225;30782312;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
